ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_o36_similar_S,FB_anotherproduct_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,Google_youtube_S,Google_display_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2021/7/14,0,0,0,0,7.22E-14,0,2.622403421,8.771253287,0.346474351,0,16.31577387,1.788412179,6.240134321,6.890069726,0,3.96E-12,0,0,0.075363641,0,0.018382668,decompMedia,4_1114_7
2021/7/15,0,0,0,0,2.44E-14,0,3.984347106,7.916663311,0.347413425,0,16.30306914,1.769696795,7.548948155,7.296590951,0,8.78E-13,0,0,0.061381455,0,0.028670884,decompMedia,4_1114_7
2021/7/16,0,0,0,0,8.08E-15,0,3.240391919,6.947383287,0.346627127,0,16.45064261,1.756619163,7.353798972,7.394549107,0,1.89E-13,0,0,0.052625233,0,0.005525816,decompMedia,4_1114_7
2021/7/17,0,0,0,0,2.62E-15,0,2.884474726,6.149345227,0.343860344,0,16.88524002,1.751275694,8.084698194,7.435638714,0,3.93E-14,0,0,0.072445345,0,0.008232817,decompMedia,4_1114_7
2021/7/18,0,0,0,0,8.32E-16,0,2.756073841,5.898247127,0.344619938,0,17.27301751,1.756537913,8.057417656,7.555341552,0,7.93E-15,0,0,0.126301852,0,0.01051623,decompMedia,4_1114_7
2021/7/19,0,0,0,0,2.59E-16,0,2.487282943,5.960901709,0.345928811,0,17.6356406,1.761309739,7.797286743,7.662095756,0,1.55E-15,0,0,0.125101032,0,0.003182993,decompMedia,4_1114_7
2021/7/20,0,0,0,0,7.87E-17,0,3.396931853,6.136586441,0.34573732,0,17.65582953,1.764366955,7.889853523,7.752219833,0,2.94E-16,0,0,0.088437631,0,0.00753753,decompMedia,4_1114_7
2021/7/21,0,0,0,0,2.34E-17,0,3.699774456,5.630226089,0.345755522,0,17.4349014,1.747876578,9.285717304,7.844329047,0,5.40E-17,0,0,0.059870624,0,0.010412756,decompMedia,4_1114_7
2021/7/22,0,0,0,0,6.84E-18,0,4.037432751,4.914101709,0.345566311,0,16.89793005,1.716452616,6.447956246,7.922072417,0,9.62E-18,0,0,0.06683095,0,0.00317919,decompMedia,4_1114_7
2021/7/23,0,0,0,0,1.95E-18,0,3.923460512,3.819862059,0.342267076,0,16.29595146,1.672595645,3.308235274,7.906030001,0,1.66E-18,0,0,0.062874313,0,0.001702794,decompMedia,4_1114_7
2021/7/24,0,0,0,0,5.46E-19,0,4.243586842,2.818402732,0.284372646,0,14.39047339,1.596856109,1.214263513,7.927030858,0,2.78E-19,0,0,0.056251317,0,0.006900415,decompMedia,4_1114_7
2021/7/25,0,0,0,0,1.49E-19,0,4.287904421,2.978272397,0.286274716,0,13.08790637,1.580696471,0.340045493,7.923371838,0,4.52E-20,0,0,0.077264011,0,0.010311258,decompMedia,4_1114_7
2021/7/26,0,0,0,0,4.00E-20,0,5.490658639,3.486153585,0.290029344,0,14.90178168,1.552256833,0.078096019,7.833772766,0,7.12E-21,0,0,0.083196335,0,0.026541479,decompMedia,4_1114_7
2021/7/27,0,0,0,0,1.05E-20,0,6.05625751,3.805238249,0.293601493,0,15.82127702,1.515805513,0.015284127,7.738790192,0,1.09E-21,0,0,0.117789822,0,0.015963254,decompMedia,4_1114_7
2021/7/28,0,0,0,0,2.69E-21,0,3.965781102,4.002112301,0.298062154,0,16.31090641,1.472810023,0.002589875,7.471453031,0,1.62E-22,0,0,0.133666476,0,0.012131118,decompMedia,4_1114_7
2021/7/29,0,0,0,0,6.74E-22,0,1.923837178,4.723311107,0.301031589,0,16.57020968,1.423710583,0.000382747,7.037237955,0,2.32E-23,0,0,0.127653279,0,0.011358935,decompMedia,4_1114_7
2021/7/30,0,0,0,0,1.66E-22,0,4.354462954,5.636329132,0.306843979,0,16.91808492,1.426306039,4.96E-05,7.452080185,0,3.25E-24,0,0,0.120458868,0,0.003230172,decompMedia,4_1114_7
2021/7/31,0,0,0,0,3.98E-23,0,5.167107898,6.615813151,0.310833453,0,17.05294775,1.453348034,5.64E-06,7.574267088,0,4.40E-25,0,0,0.113647289,0,0.001705436,decompMedia,4_1114_7
2021/8/1,0,0,0,0,9.37E-24,0,5.27043811,8.547648614,0.317074309,0,17.19820838,1.498826911,5.67E-07,7.689146739,0,5.78E-26,0,0,0.124577473,0,0.039276643,decompMedia,4_1114_7
2021/8/2,0,0,0,0,2.16E-24,0,5.006761548,9.548796144,0.322838622,0,17.258915,1.544186993,5.04E-08,7.713932748,0,7.38E-27,0,0,0.134700823,0,0.020365419,decompMedia,4_1114_7
2021/8/3,0,0,0,0,4.86E-25,0,3.886439039,11.06770175,0.325275246,0,17.40930866,1.602624314,3.98E-09,7.732901112,0,9.15E-28,0,0,0.109107028,0,0.000541706,decompMedia,4_1114_7
2021/8/4,0,0,0,0,1.07E-25,0,2.551640915,12.11712681,0.329826102,0,17.45855852,1.656617145,2.80E-10,7.579080294,0,1.10E-28,0,0,0.103633022,0,0.000791084,decompMedia,4_1114_7
2021/8/5,0,0,0,0,2.31E-26,0,1.531534564,11.13758324,0.33432978,0,17.59699967,1.7391106,1.75E-11,7.602623185,0,1.28E-29,0,0,0.133550659,0,0.006306232,decompMedia,4_1114_7
2021/8/6,0,0,0,0,4.86E-27,0,1.252975091,10.98169978,0.336953817,0,17.68417293,1.824243076,9.82E-13,7.69695479,0,1.46E-30,0,0,0.124053124,0,0.00277594,decompMedia,4_1114_7
2021/8/7,0,0,0,0,1.00E-27,0,1.361851602,10.75940659,0.336936894,0,17.66328209,1.912398643,4.93E-14,7.858624727,0,1.60E-31,0,0,0.131970484,0,0.00166947,decompMedia,4_1114_7
2021/8/8,0,0,0,0,2.03E-28,0,3.062391592,10.8068368,0.339604668,0,17.75115376,2.029847976,2.22E-15,8.056707489,0,1.72E-32,0,0,0.138753981,0,0.006893772,decompMedia,4_1114_7
2021/8/9,0,0,0,0,4.00E-29,0,3.6672981,10.95201985,0.341727756,0,17.72598605,2.148004096,8.98E-17,8.113723429,0,1.78E-33,0,0,0.216411585,0,0.025092876,decompMedia,4_1114_7
2021/8/10,0,0,0,0,7.73E-30,0,3.743141678,10.99031632,0.343149046,0,17.81910892,2.281585013,3.28E-18,8.13616254,0,1.80E-34,0,0,0.154961934,0,0.005375433,decompMedia,4_1114_7
2021/8/11,0,0,0,0,1.46E-30,0,3.642578536,10.50023924,0.347195494,0,18.24663024,2.400023099,1.08E-19,8.234445211,0,1.76E-35,0,0,0.118292963,0,0.021307673,decompMedia,4_1114_7
2021/8/12,0,0,0,0,2.70E-31,0,3.382985543,10.23489031,0.347795934,0,18.47337814,2.52297196,3.21E-21,8.317440282,0,1.68E-36,0,0,0.120577215,0,0.033170459,decompMedia,4_1114_7
2021/8/13,0,0,0,0,4.88E-32,0,3.08708827,9.363766483,0.346897319,0,18.56607987,2.654531605,8.64E-23,8.385607243,0,1.55E-37,0,0,0.124870684,0,0.005934184,decompMedia,4_1114_7
2021/8/14,0,0,0,0,8.62E-33,0,3.355744651,7.607625156,0.344869615,0,18.43102017,2.779078685,2.11E-24,8.397437793,0,1.40E-38,0,0,0.145814414,0,0.02147161,decompMedia,4_1114_7
2021/8/15,0,0,0,0,1.49E-33,0,3.828252654,7.178808041,0.346694086,0,18.69267928,2.938726968,4.67E-26,8.402590498,0,1.22E-39,0,0,0.203168383,0,0.015059757,decompMedia,4_1114_7
2021/8/16,0,0,0,0,2.52E-34,0,3.70244715,5.985692213,0.347178677,0,19.04028516,3.053432247,9.39E-28,8.318914751,0,1.04E-40,0,0,0.196543534,0,0.028088131,decompMedia,4_1114_7
2021/8/17,0,0,0,0,4.17E-35,0,3.262367258,5.22244744,0.348496014,0,19.4699739,3.129659439,1.72E-29,8.321927769,0,8.54E-42,0,0,0.118574322,0,0.016099611,decompMedia,4_1114_7
2021/8/18,0,0,0,0,6.74E-36,0,2.290894139,5.712653824,0.348434473,0,19.68129099,3.221071013,2.86E-31,8.319491704,0,6.86E-43,0,0,0.104669768,0,0.003623696,decompMedia,4_1114_7
2021/8/19,0,0,0,0,1.07E-36,0,1.398709588,5.964905171,0.346616625,0,19.77891449,3.294553374,4.35E-33,8.317865537,0,5.35E-44,0,0,0.068410665,0,0.007627342,decompMedia,4_1114_7
2021/8/20,0,0,0,0,1.65E-37,0,0.974554959,5.909300777,0.348665358,0,19.92579137,3.3746766,6.04E-35,8.212677505,0,4.06E-45,0,0,0.066123774,0,0.025288539,decompMedia,4_1114_7
2021/8/21,0,0,0,0,2.49E-38,0,2.833865895,5.963005626,0.345701169,0,19.94578849,3.470995643,7.65E-37,8.123224547,0,2.99E-46,0,0,0.126849341,0,0.015840818,decompMedia,4_1114_7
2021/8/22,0,0,0,0,3.69E-39,0,3.485169505,5.417177598,0.345927919,0,20.0139639,3.565720385,8.87E-39,8.006750693,0,2.14E-47,0,0,0.157987795,0,0.028249497,decompMedia,4_1114_7
2021/8/23,0,0,0,0,5.34E-40,0,3.284017392,4.422491187,0.346254856,0,19.98836081,3.664933542,9.41E-41,7.837718844,0,1.50E-48,0,0,0.116674747,0,0.034908298,decompMedia,4_1114_7
2021/8/24,0,0,0,0,7.54E-41,0,3.13842539,3.889406181,0.347642817,0,20.07408183,3.791335276,9.15E-43,7.667879307,0,1.01E-49,0,0,0.100932865,0,0.006005242,decompMedia,4_1114_7
2021/8/25,0,0,0,0,1.04E-41,0,2.984578612,3.589988684,0.350181676,0,20.14656541,3.910876833,8.16E-45,7.492859514,0,6.70E-51,0,0,0.055123318,0,0.002000272,decompMedia,4_1114_7
2021/8/26,0,0,0,0,1.41E-42,0,2.799168488,3.523656876,0.351371508,0,20.11874029,3.996208151,6.67E-47,7.39551454,0,4.30E-52,0,0,0.084667975,0,0.006985558,decompMedia,4_1114_7
2021/8/27,0,0,0,0,1.86E-43,0,1.837777508,3.863354958,0.351120575,0,20.27754452,4.063743969,5.02E-49,7.30060186,0,2.68E-53,0,0,0.047584763,0,0.010319917,decompMedia,4_1114_7
2021/8/28,0,0,0,0,2.41E-44,0,0.902287022,3.978212036,0.345731796,0,20.25614515,4.108704599,3.47E-51,7.293066329,0,1.63E-54,0,0,0.054396953,0,0.02654232,decompMedia,4_1114_7
2021/8/29,0,0,0,0,3.04E-45,0,0.426935731,4.816460736,0.346718145,0,20.97022292,4.192865562,2.20E-53,7.302528775,0,9.65E-56,0,0,0.060958394,0,0.034670092,decompMedia,4_1114_7
2021/8/30,0,0,0,0,3.75E-46,0,0.476431058,4.666866813,0.347450871,0,21.87746544,4.258523136,1.29E-55,7.183457463,0,5.55E-57,0,0,0.082977106,0,0.017075124,decompMedia,4_1114_7
2021/8/31,0,0,0,0,4.53E-47,0,1.141913037,4.810012471,0.349761354,0,22.04368006,4.322004716,6.94E-58,7.070292538,0,3.11E-58,0,0,0.074088368,0,0.003671132,decompMedia,4_1114_7
2021/9/1,0,0,0,0,5.34E-48,0,2.182869926,4.859959511,0.34920729,0,22.0627956,4.393574555,3.45E-60,6.912464415,0,1.69E-59,0,0,0.079328087,0,0.001739104,decompMedia,4_1114_7
2021/9/2,0,0,0,0,6.16E-49,0,2.914855813,4.897381138,0.347735327,0,22.18778221,4.469287207,1.58E-62,6.736169824,0,8.99E-61,0,0,0.069606128,0,0.001471164,decompMedia,4_1114_7
2021/9/3,0,0,0,0,6.94E-50,0,2.66894748,4.90555906,0.348060655,0,22.23507008,4.545459949,6.69E-65,6.57934361,0,4.64E-62,0,0,0.074693883,0,0.001440923,decompMedia,4_1114_7
2021/9/4,0,0,0,0,7.65E-51,0,2.124105706,4.820857747,0.345198801,0,22.26676186,4.609228645,2.62E-67,6.513547911,0,2.34E-63,0,0,0.079507887,0,0.006816655,decompMedia,4_1114_7
2021/9/5,0,0,0,0,8.24E-52,0,1.791353062,4.924519232,0.346360536,0,22.48106648,4.683036746,9.45E-70,6.596511754,0,1.14E-64,0,0,0.100588283,0,0.002815005,decompMedia,4_1114_7
2021/9/6,0,0,0,0,8.67E-53,0,2.020831549,4.356433263,0.346206813,0,22.37856338,4.739389439,3.16E-72,6.631716988,0,5.45E-66,0,0,0.10348703,0,0.007454303,decompMedia,4_1114_7
2021/9/7,0,0,0,0,8.93E-54,0,2.226478482,4.141668801,0.347173729,0,22.83325851,4.788947183,9.76E-75,6.674628834,0,2.53E-67,0,0,0.102854633,0,0.002858516,decompMedia,4_1114_7
2021/9/8,0,0,0,0,8.98E-55,0,2.235425677,3.860896554,0.34869096,0,23.15858438,4.831847882,2.79E-77,6.888534682,0,1.14E-68,0,0,0.117736233,0,0.007460938,decompMedia,4_1114_7
2021/9/9,0,0,0,0,8.82E-56,0,2.160741054,4.36482974,0.347924557,0,23.41196206,4.880310991,7.40E-80,7.23859789,0,5.04E-70,0,0,0.068307711,0,0.01040492,decompMedia,4_1114_7
2021/9/10,0,0,0,0,8.47E-57,0,2.671584875,5.140606586,0.348239794,0,23.5085021,4.927357416,1.82E-82,7.668531402,0,2.16E-71,0,0,0.05747623,0,0.011143464,decompMedia,4_1114_7
2021/9/11,0,0,0,0,7.95E-58,0,2.915578619,5.87560553,0.345460829,0,23.50406966,4.953262989,4.14E-85,8.098600436,0,9.03E-73,0,0,0.161403525,0,0.003222518,decompMedia,4_1114_7
2021/9/12,0,0,0,0,7.30E-59,0,2.386418114,6.374843728,0.346303668,0,23.49111692,4.982233263,8.76E-88,8.42093904,0,3.68E-74,0,0,0.229273636,0,0.041201161,decompMedia,4_1114_7
2021/9/13,0,0,0,0,6.54E-60,0,2.502734975,6.357783637,0.347070055,0,23.22363461,4.995939428,1.72E-90,8.480167785,0,1.46E-75,0,0,0.186998281,0,0.007795883,decompMedia,4_1114_7
2021/9/14,0,0,0,0,5.73E-61,0,2.456584091,7.331986199,0.345446109,0,22.95026614,4.994460155,3.13E-93,8.548763588,0,5.63E-77,0,0,0.162384935,0,0.008852771,decompMedia,4_1114_7
2021/9/15,0,0,0,0,4.91E-62,0,2.391100975,7.970864908,0.344618236,0,22.62480607,4.987679441,5.30E-96,8.608401912,0,2.12E-78,0,0,0.142878354,0,0.002947083,decompMedia,4_1114_7
2021/9/16,0,0,0,0,4.10E-63,0,2.129978115,8.407636581,0.346957672,0,22.27150571,4.987046102,8.33E-99,8.677886277,0,7.78E-80,0,0.175614387,0.127442531,0,0.040996435,decompMedia,4_1114_7
2021/9/17,0,0,0,0,3.35E-64,0,1.351611306,8.267105523,0.349525734,0,22.09786473,4.975306828,1.22E-101,8.713846157,0,2.78E-81,0,0.316545015,0.114186237,0,0.020511913,decompMedia,4_1114_7
2021/9/18,0,0,0,0,2.68E-65,0,0.961138101,7.986296218,0.346193719,0,22.06497985,4.946304796,1.66E-104,8.838795441,0,9.70E-83,0,0.381038621,0.121196853,0,0.012937107,decompMedia,4_1114_7
2021/9/19,0,0,0,0,2.09E-66,0,0.800844301,7.907198508,0.34719386,0,22.10807262,4.919131357,2.10E-107,8.8767034,0,3.30E-84,0,0.436981724,0.097878712,0,0.011458669,decompMedia,4_1114_7
2021/9/20,0,0,0,0,1.59E-67,0,0.625287364,8.000226001,0.348704768,0,22.0175604,4.870136784,2.48E-110,8.913424459,0,1.09E-85,0,0.462564149,0.110540589,0,0.003233794,decompMedia,4_1114_7
2021/9/21,0,0,0,0,1.19E-68,0,0.729158998,8.054497341,0.34860681,0,21.76331731,4.774649356,2.73E-113,8.940660062,0,3.52E-87,0,0.45387509,0.177877417,0,0.00754456,decompMedia,4_1114_7
2021/9/22,0,0,0,0,8.65E-70,0,1.518287716,6.88565076,0.34596627,0,21.3266333,4.660630449,2.79E-116,8.953737307,0,1.11E-88,0,0.41882029,0.221640647,0,0.002862259,decompMedia,4_1114_7
2021/9/23,0,0,0,0,6.15E-71,0,2.364276381,5.782872218,0.347004775,0,20.75964253,4.533821505,2.66E-119,8.958212238,0,3.40E-90,0,0.384022057,0.319160722,0,0.00746131,decompMedia,4_1114_7
2021/9/24,0,0,0,0,4.27E-72,0,2.618168337,4.998803771,0.34669592,0,20.33375124,4.397289604,2.37E-122,8.956983403,0,1.02E-91,0,0.332162948,0.234661954,0,0.010404937,decompMedia,4_1114_7
2021/9/25,0,0,0,0,2.90E-73,0,2.459166051,4.567702793,0.346587394,0,19.98684379,4.259550021,1.97E-125,8.973190006,0,2.97E-93,0,0.279746552,0.215395765,0,0.051146214,decompMedia,4_1114_7
2021/9/26,0,0,0,0,1.92E-74,0,2.403069725,4.835026567,0.347366924,0,19.91584578,4.130777905,1.53E-128,9.044268046,0,8.44E-95,0,0.231046695,0.161574288,0,0.043924718,decompMedia,4_1114_7
2021/9/27,0,0,0,0,1.25E-75,0,2.4154804,4.152256839,0.348329468,0,19.87141968,3.976791682,1.10E-131,9.019349357,0,2.34E-96,0,0.185960264,0.103377757,0,0.018223668,decompMedia,4_1114_7
2021/9/28,0,0,0,0,7.89E-77,0,3.54077887,3.821935519,0.349740368,0,19.80994301,3.826628241,7.47E-135,8.991849852,0,6.34E-98,0,0.147857285,0.092891154,0,0.003722967,decompMedia,4_1114_7
2021/9/29,0,0,0,0,4.88E-78,0,4.898740545,4.129316653,0.35002839,0,18.89577977,3.678127793,4.72E-138,8.960040038,0,1.67E-99,0,0.114966829,0.060392132,0,7.94E-05,decompMedia,4_1114_7
2021/9/30,0,0,0,0,2.95E-79,0,5.31169806,4.730196062,0.349456894,0,17.79028968,3.534657912,2.78E-141,8.924936543,0,4.30E-101,0,0.091895118,0.063106026,0,0.013554775,decompMedia,4_1114_7
2021/10/1,0,0,0,0,1.74E-80,0,5.177908486,5.077155712,0.348547149,0,16.91335296,3.380553511,1.54E-144,8.891869627,0,1.08E-102,0,0.070588017,0.055483499,0,0.004387744,decompMedia,4_1114_7
2021/10/2,0,0,0,0,1.00E-81,0,4.959560065,5.244130113,0.346450487,0,15.92842197,3.226294854,7.92E-148,8.891334463,0,2.65E-104,0,0.059481666,0.064120024,0,0.008043905,decompMedia,4_1114_7
2021/10/3,0,0,0,0,5.64E-83,0,5.014723254,5.432906941,0.348306257,0,15.43157092,3.087806314,3.82E-151,8.936415309,0,6.33E-106,0,0.057838203,0.134666805,0,0.010498704,decompMedia,4_1114_7
2021/10/4,0,0,0,0,3.10E-84,0,4.302186573,5.455811929,0.348189662,0,15.00077539,2.947670052,1.73E-154,8.977416142,0,1.48E-107,0,0.058292945,0.132908516,0,0.011151606,decompMedia,4_1114_7
2021/10/5,0,0,0,0,1.67E-85,0,4.402847815,5.320132662,0.348003701,0,14.82815894,2.82319253,7.30E-158,9.018164121,0,3.36E-109,0,0.059985681,0.094211285,0,0.011242866,decompMedia,4_1114_7
2021/10/6,0,0,0,0,8.74E-87,0,4.226219372,5.833468629,0.353888339,0,14.990325,2.707573352,2.89E-161,9.002563125,0,7.45E-111,0,0.057222487,0.094001617,0,0.003226149,decompMedia,4_1114_7
2021/10/7,0,0,0,0,4.48E-88,0,4.939839175,6.277261813,0.383081008,0,15.17456909,2.573662381,1.07E-164,8.90662347,0,1.61E-112,0,0.054514799,0.064252961,0,0.00754384,decompMedia,4_1114_7
2021/10/8,0,0,0,0,2.24E-89,0,5.088324675,6.470450207,0.377974534,0,15.43076297,2.414388672,3.72E-168,8.828455909,0,3.41E-114,0,0.050081426,0.043219763,0,0.002862245,decompMedia,4_1114_7
2021/10/9,0,0,0,0,1.10E-90,0,5.375641919,7.113995469,0.370649228,0,17.39886895,2.264023964,1.21E-171,8.767741319,0,7.05E-116,0,0.052564077,0.092823279,0,0.007461309,decompMedia,4_1114_7
2021/10/10,0,0,0,0,5.23E-92,0,5.498900653,8.024958644,0.398823576,0,18.38804488,2.136032123,3.70E-175,8.660759515,0,1.42E-117,0,0.047049173,0.096977993,0,0.049201339,decompMedia,4_1114_7
2021/10/11,0,0,0,0,2.44E-93,0,5.845392235,7.958408233,0.412940634,0,18.16907676,2.003313245,1.06E-178,8.560608178,0,2.79E-119,0,0.047711173,0.132359636,0,0.043690385,decompMedia,4_1114_7
2021/10/12,0,0,0,0,1.11E-94,0,5.986001171,8.528026598,0.441477355,0,17.95812591,1.8762301,2.85E-182,8.501071376,0,5.35E-121,0,0.114903792,0.242192993,0,0.038297105,decompMedia,4_1114_7
2021/10/13,0,0,0,0,4.94E-96,0,6.020291644,8.517470104,0.570495607,0,17.70366172,1.762269935,7.17E-186,8.430252863,0,1.00E-122,0,0.173667937,0.220014783,0,0.036929374,decompMedia,4_1114_7
2021/10/14,0,0,0,0,2.15E-97,0,6.088757951,8.587474494,0.644245928,0,18.26736017,1.650650197,1.69E-189,8.341611674,0,1.83E-124,0,0.200298954,0.153611154,0,0.03673885,decompMedia,4_1114_7
2021/10/15,0,0,0,0,9.10E-99,0,5.164266505,8.750101055,0.644828651,0,18.92259428,1.554805664,3.76E-193,8.174121054,0,3.27E-126,0,0.189073899,0.153724067,0,0.006077492,decompMedia,4_1114_7
2021/10/16,0,0,0,0,3.77E-100,0,4.115932087,9.939354868,0.740113797,0,20.1548859,1.506666282,7.84E-197,8.151148259,0,5.71E-128,0,0.169110085,0.137897489,0,0.002003072,decompMedia,4_1114_7
2021/10/17,0,0,0,0,1.53E-101,0,3.489049295,10.54791726,0.952693426,0,20.79369775,1.467294401,1.53E-200,8.11295214,0,9.71E-130,0,0.147872758,0.202246598,0,0.006985901,decompMedia,4_1114_7
2021/10/18,0,0,0,0,6.02E-103,0,3.12093336,10.42280389,1.374499109,0,21.05308031,1.476952216,2.82E-204,7.983922235,0,1.61E-131,0,0.128618,0.224637817,0,0.010319933,decompMedia,4_1114_7
2021/10/19,0,0,0,0,2.32E-104,0,2.943272593,9.947149544,1.914865784,0,21.00437222,1.576795084,4.87E-208,7.897998835,0,2.62E-133,0,0.102457948,0.139137755,0,0.011135792,decompMedia,4_1114_7
2021/10/20,0,0,0,0,8.75E-106,0,2.673546732,9.975486679,2.334196734,0,20.93033215,1.685209427,7.92E-212,7.83427584,0,4.15E-135,0,0.083217415,0.123930325,0,0.011241984,decompMedia,4_1114_7
2021/10/21,0,0,0,0,3.22E-107,0,2.477448613,11.54482087,2.689296929,0,20.53408615,1.780524946,1.21E-215,7.802792612,0,6.42E-137,0,0.065547416,0.067057614,0,0.011250623,decompMedia,4_1114_7
2021/10/22,0,0,0,0,1.16E-108,0,2.135404691,11.17019946,2.944118698,0,20.26992269,1.923594106,1.74E-219,7.789567848,0,9.71E-139,0,0.075010129,0.100536148,0,0.01125109,decompMedia,4_1114_7
2021/10/23,0,0,0,0,4.05E-110,0,2.228599422,10.2789684,3.346645833,0,19.9236489,2.052163121,2.34E-223,7.812271271,0,1.43E-140,0,0.073939646,0.205221481,0,0.026743259,decompMedia,4_1114_7
2021/10/24,0,0,0,0,1.39E-111,0,2.211789517,9.563063994,3.823744397,0,19.660702,2.174074396,2.98E-227,7.842140922,0,2.07E-142,0,0.068877024,0.274106952,0,0.063018143,decompMedia,4_1114_7
2021/10/25,0,0,0,0,4.64E-113,0,2.246347733,9.041485855,4.29466607,0,19.38830052,2.285357909,3.56E-231,7.854255313,0,2.91E-144,0,0.064222413,0.262564633,0,0.023153384,decompMedia,4_1114_7
2021/10/26,0,0,0,0,1.51E-114,0,2.295799105,8.515670545,4.788307252,0,19.44139822,2.34723813,4.01E-235,7.842187299,0,4.01E-146,0,0.061034909,0.248039671,0,0.013174371,decompMedia,4_1114_7
2021/10/27,0,0,0,0,4.83E-116,0,2.42888989,8.229101967,5.21988296,0,19.51053466,2.403791874,4.24E-239,7.833805252,0,5.39E-148,0,0.214138482,0.25253051,0,0.052009306,decompMedia,4_1114_7
2021/10/28,0,0,0,0,1.50E-117,0,2.513883361,8.293373564,5.49171958,0,19.42218441,2.455397838,4.23E-243,7.869779306,0,7.07E-150,0,0.293887471,0.213627509,0,0.021840486,decompMedia,4_1114_7
2021/10/29,0,0,0,0,4.56E-119,0,2.852179814,8.234137708,5.704400582,0,19.23555557,2.496393812,3.98E-247,7.76808004,0,9.08E-152,0,0.31646236,0.180641543,0,0.013056679,decompMedia,4_1114_7
2021/10/30,0,0,0,0,1.35E-120,0,2.710116082,10.0983187,5.919860218,0,19.03389847,2.524760749,3.52E-251,7.674656397,0,1.14E-153,0,0.307883572,0.137170234,1.45E-05,0.027119284,decompMedia,4_1114_7
2021/10/31,0,0,0,0,3.92E-122,0,2.356810063,11.68134357,6.303926428,0,19.12998143,2.545560079,2.93E-255,7.50975736,0,1.39E-155,0,0.282198704,0.232847523,0.00025833,0.034724298,decompMedia,4_1114_7
2021/11/1,0,0,0,0,1.11E-123,0,3.459829152,12.1595745,6.470920253,0,19.15754363,2.555374384,2.31E-259,7.501037654,0,1.67E-157,0,0.243740995,0.164436441,0.000637611,0.017076983,decompMedia,4_1114_7
2021/11/2,0,0,0,0,3.06E-125,0,3.982955849,13.82225722,6.740390243,0,19.30260995,2.581242428,1.71E-263,7.537303093,0,1.95E-159,0,0.200358463,0.145085576,0.001003804,0.012244903,decompMedia,4_1114_7
2021/11/3,0,0,0,0,8.24E-127,0,4.207479748,14.85429772,6.938418128,0,18.97297163,2.601842002,1.19E-267,7.602632842,0,2.23E-161,0,0.162670438,0.111885245,0.001688588,0.026946003,decompMedia,4_1114_7
2021/11/4,0,0,0,0,2.17E-128,0,3.294869829,15.68656314,7.001747324,0,19.06219576,2.59678525,7.86E-272,7.562728778,0,2.49E-163,0,0.137114179,0.104723403,0.002727885,0.015986192,decompMedia,4_1114_7
2021/11/5,0,0,0,0,5.56E-130,0,2.758434422,16.28477219,7.003940209,0,19.45397977,2.570068684,4.88E-276,7.449803871,0,2.72E-165,0,0.110426145,0.101131287,0.00375332,0.012132137,decompMedia,4_1114_7
2021/11/6,0,0,0,0,1.39E-131,0,2.53662808,16.28982673,7.035698279,0,19.87270873,2.543175031,2.86E-280,7.349779015,0,2.90E-167,0,0.092478529,0.197277156,0.006049911,0.011358971,decompMedia,4_1114_7
2021/11/7,0,0,0,0,3.41E-133,0,2.406532166,16.8793075,6.941645969,0,20.54329868,2.514797977,1.58E-284,7.282601726,0,3.03E-169,0,0.081925183,0.263630231,0.008714807,0.026758367,decompMedia,4_1114_7
2021/11/8,0,0,0,0,8.15E-135,0,2.361199942,17.32812177,6.818438874,0,20.87341392,2.483341236,8.25E-289,7.378331632,0,3.08E-171,0,0.074615319,0.253384499,0.010193404,0.00544773,decompMedia,4_1114_7
2021/11/9,0,0,0,0,1.90E-136,0,2.329276688,16.74161947,6.983058319,0,21.11696012,2.445818401,4.06E-293,7.529294249,0,3.07E-173,0,0.068595712,0.177160402,0.011975592,0.001965787,decompMedia,4_1114_7
2021/11/10,0,0,0,0,4.32E-138,0,2.655829756,15.18678085,6.981982408,0,20.87028268,2.406797145,1.89E-297,7.762067152,0,2.99E-175,0,0.065920193,0.170723453,0.013181074,0.00697919,decompMedia,4_1114_7
2021/11/11,0,0,0,0,9.61E-140,0,2.800074277,12.46390411,6.802127949,0,20.60862391,2.367325416,8.29E-302,7.871204543,0,2.85E-177,0,0.061617307,0.204259375,0.012995554,0.002822187,decompMedia,4_1114_7
2021/11/12,0,0,0,0,2.08E-141,0,2.251948195,9.588962659,6.634970716,0,20.02519966,2.328149619,3.44E-306,7.86568216,0,2.65E-179,0,0.295158285,0.17906796,0.012794553,0.007455032,decompMedia,4_1114_7
2021/11/13,0,0,0,0,4.41E-143,0,1.798637996,7.979243221,6.410346475,0,19.84001723,2.289656588,0.00E+00,7.80194972,0,2.41E-181,0,0.422645574,0.241754373,0.014813169,0.049200199,decompMedia,4_1114_7
